UniProt_ID	KEGG_Pathways	EC_Number	BRENDA_EC	Recommended_Name	Organism	KEGG_ID
28216|Betaproteobacteria	4.2.1.113,4.2.1.171,5.1.1.20,5.1.1.22,5.5.1.1,5.5.1.7	-	-	M	COG4948@1|root,COG4948@2|Bacteria,1MU8R@1224|Proteobacteria,2VH1R@28216|Betaproteobacteria	4.2.1.113,4.2.1.171,5.1.1.20,5.1.1.22,5.5.1.1,5.5.1.7
1236|Gammaproteobacteria	6.2.1.26	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006732,GO:0008150,GO:0008152,GO:0008756,GO:0009058,GO:0009108,GO:0009233,GO:0009234,GO:0009987,GO:0016043,GO:0016405,GO:0016874,GO:0016877,GO:0016878,GO:0022607,GO:0042180,GO:0042181,GO:0042802,GO:0043933,GO:0044085,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0051186,GO:0051188,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0071704,GO:0071840,GO:1901576,GO:1901661,GO:1901663	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006732,GO:0008150,GO:0008152,GO:0008756,GO:0009058,GO:0009108,GO:0009233,GO:0009234,GO:0009987,GO:0016043,GO:0016405,GO:0016874,GO:0016877,GO:0016878,GO:0022607,GO:0042180,GO:0042181,GO:0042802,GO:0043933,GO:0044085,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0051186,GO:0051188,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0065003,GO:0071704,GO:0071840,GO:1901576,GO:1901661,GO:1901663	IQ	COG0318@1|root,COG0318@2|Bacteria,1MW0Y@1224|Proteobacteria,1RN35@1236|Gammaproteobacteria	6.2.1.26
29547|Epsilonproteobacteria	2.5.1.90	-	-	H	COG0142@1|root,COG0142@2|Bacteria,1MUK6@1224|Proteobacteria,42M1B@68525|delta/epsilon subdivisions,2YMCC@29547|Epsilonproteobacteria	2.5.1.90
29547|Epsilonproteobacteria	1.2.1.70	-	-	H	COG0373@1|root,COG0373@2|Bacteria,1MU41@1224|Proteobacteria,42MUG@68525|delta/epsilon subdivisions,2YMMM@29547|Epsilonproteobacteria	1.2.1.70
1236|Gammaproteobacteria	2.7.13.3	-	-	T	COG0642@1|root,COG0784@1|root,COG3726@1|root,COG0784@2|Bacteria,COG2205@2|Bacteria,COG3726@2|Bacteria,1NRP8@1224|Proteobacteria,1SKTW@1236|Gammaproteobacteria,463ZD@72275|Alteromonadaceae	2.7.13.3
135623|Vibrionales	-	-	-	N	COG1749@1|root,COG1749@2|Bacteria,1MU5J@1224|Proteobacteria,1RMWX@1236|Gammaproteobacteria,1XV3D@135623|Vibrionales	-
28211|Alphaproteobacteria	-	-	-	S	COG0579@1|root,COG0579@2|Bacteria,1N0QB@1224|Proteobacteria,2TU6K@28211|Alphaproteobacteria,36XW0@31993|Methylocystaceae	-
28211|Alphaproteobacteria	-	-	-	C	COG0243@1|root,COG0243@2|Bacteria,1NR6J@1224|Proteobacteria,2TTAY@28211|Alphaproteobacteria,36XFN@31993|Methylocystaceae	-
28211|Alphaproteobacteria	2.1.1.13	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006464,GO:0006479,GO:0006520,GO:0006555,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0008213,GO:0008270,GO:0008276,GO:0008652,GO:0008705,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0016053,GO:0016740,GO:0016741,GO:0019538,GO:0019752,GO:0019842,GO:0031419,GO:0032259,GO:0034641,GO:0035999,GO:0036094,GO:0036211,GO:0042084,GO:0042558,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043414,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0046872,GO:0046906,GO:0046914,GO:0048037,GO:0050667,GO:0051186,GO:0071704,GO:0097159,GO:0140096,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	GO:0000096,GO:0000097,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006464,GO:0006479,GO:0006520,GO:0006555,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006790,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008168,GO:0008172,GO:0008213,GO:0008270,GO:0008276,GO:0008652,GO:0008705,GO:0009058,GO:0009066,GO:0009067,GO:0009086,GO:0009987,GO:0016053,GO:0016740,GO:0016741,GO:0019538,GO:0019752,GO:0019842,GO:0031419,GO:0032259,GO:0034641,GO:0035999,GO:0036094,GO:0036211,GO:0042084,GO:0042558,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043414,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044272,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046653,GO:0046872,GO:0046906,GO:0046914,GO:0048037,GO:0050667,GO:0051186,GO:0071704,GO:0097159,GO:0140096,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	E	COG1410@1|root,COG1410@2|Bacteria,1MV6G@1224|Proteobacteria,2TQTG@28211|Alphaproteobacteria,36XTN@31993|Methylocystaceae	2.1.1.13
2|Bacteria	-	-	-	E	COG0308@1|root,COG0308@2|Bacteria	-
204441|Rhodospirillales	-	-	-	T	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2TQR7@28211|Alphaproteobacteria,2JQ44@204441|Rhodospirillales	-
28211|Alphaproteobacteria	2.7.1.165	-	-	G	COG2379@1|root,COG2379@2|Bacteria,1MVIK@1224|Proteobacteria,2TQJY@28211|Alphaproteobacteria,36XE3@31993|Methylocystaceae	2.7.1.165
1236|Gammaproteobacteria	1.2.4.1	-	-	C	COG0022@1|root,COG0022@2|Bacteria,1R8KB@1224|Proteobacteria,1RP3G@1236|Gammaproteobacteria,465NK@72275|Alteromonadaceae	1.2.4.1
28211|Alphaproteobacteria	1.4.1.13,1.4.1.14	-	-	E	COG0493@1|root,COG0493@2|Bacteria,1MU2H@1224|Proteobacteria,2TSE2@28211|Alphaproteobacteria,36X38@31993|Methylocystaceae	1.4.1.13,1.4.1.14
28211|Alphaproteobacteria	1.4.1.13,1.4.1.14,1.4.7.1	-	-	E	COG0067@1|root,COG0069@1|root,COG0070@1|root,COG0067@2|Bacteria,COG0069@2|Bacteria,COG0070@2|Bacteria,1MU7B@1224|Proteobacteria,2TRHQ@28211|Alphaproteobacteria,36XPA@31993|Methylocystaceae	1.4.1.13,1.4.1.14,1.4.7.1
2|Bacteria	-	-	-	S	COG5389@1|root,COG5389@2|Bacteria	-
28211|Alphaproteobacteria	-	-	-	O	COG1651@1|root,COG1651@2|Bacteria,1RFF4@1224|Proteobacteria,2U5BN@28211|Alphaproteobacteria,36Y74@31993|Methylocystaceae	-
119069|Hydrogenophilales	1.7.5.1	-	-	C	COG1140@1|root,COG1140@2|Bacteria,1MW9Q@1224|Proteobacteria,2VJ1V@28216|Betaproteobacteria,1KRHK@119069|Hydrogenophilales	1.7.5.1
28211|Alphaproteobacteria	-	-	-	J	COG0565@1|root,COG0565@2|Bacteria,1N47Y@1224|Proteobacteria,2TS8J@28211|Alphaproteobacteria,36XZU@31993|Methylocystaceae	-
28211|Alphaproteobacteria	2.3.3.13	-	-	E	COG0119@1|root,COG0119@2|Bacteria,1MUNQ@1224|Proteobacteria,2TSK4@28211|Alphaproteobacteria,36XD9@31993|Methylocystaceae	2.3.3.13
10662|Myoviridae	-	-	-	S	4QAKE@10239|Viruses,4QUP7@35237|dsDNA viruses  no RNA stage,4QPCE@28883|Caudovirales,4QI56@10662|Myoviridae	-
1236|Gammaproteobacteria	-	-	-	S	COG1783@1|root,COG1783@2|Bacteria,1R66A@1224|Proteobacteria,1RQFD@1236|Gammaproteobacteria	-
28211|Alphaproteobacteria	-	-	-	T	COG0642@1|root,COG0642@2|Bacteria,1QWWA@1224|Proteobacteria,2TXJB@28211|Alphaproteobacteria	-
204441|Rhodospirillales	-	-	-	C	COG2863@1|root,COG2863@2|Bacteria,1QW98@1224|Proteobacteria,2TWTQ@28211|Alphaproteobacteria,2JU1Y@204441|Rhodospirillales	-
204441|Rhodospirillales	1.11.1.9	-	-	O	COG0386@1|root,COG0386@2|Bacteria,1RD1R@1224|Proteobacteria,2TU17@28211|Alphaproteobacteria,2JSXW@204441|Rhodospirillales	1.11.1.9
28211|Alphaproteobacteria	-	-	-	-	2CHDB@1|root,32S5T@2|Bacteria,1N0D8@1224|Proteobacteria,2UCVM@28211|Alphaproteobacteria	-
28211|Alphaproteobacteria	-	-	-	S	COG3334@1|root,COG3334@2|Bacteria,1RKF6@1224|Proteobacteria,2TRR1@28211|Alphaproteobacteria,36YSM@31993|Methylocystaceae	-
1236|Gammaproteobacteria	-	-	-	IQ	COG1028@1|root,COG1028@2|Bacteria,1QTUD@1224|Proteobacteria,1RPRT@1236|Gammaproteobacteria	-
1236|Gammaproteobacteria	-	-	-	S	COG3687@1|root,COG3687@2|Bacteria,1R4HJ@1224|Proteobacteria,1S3FH@1236|Gammaproteobacteria	-
1236|Gammaproteobacteria	1.1.99.1	-	-	C	COG2303@1|root,COG2303@2|Bacteria,1MV19@1224|Proteobacteria,1RMD2@1236|Gammaproteobacteria,1J4PV@118884|unclassified Gammaproteobacteria	1.1.99.1
10699|Siphoviridae	-	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019012,GO:0019058,GO:0019062,GO:0022610,GO:0030430,GO:0033643,GO:0033646,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044406,GO:0044419,GO:0044650,GO:0051704	GO:0005575,GO:0008150,GO:0016032,GO:0018995,GO:0019012,GO:0019058,GO:0019062,GO:0022610,GO:0030430,GO:0033643,GO:0033646,GO:0043656,GO:0043657,GO:0044215,GO:0044216,GO:0044217,GO:0044403,GO:0044406,GO:0044419,GO:0044650,GO:0051704	S	4R0F1@35237|dsDNA viruses  no RNA stage,4QKRS@10699|Siphoviridae	-
28211|Alphaproteobacteria	3.6.3.21	-	-	E	COG1126@1|root,COG1126@2|Bacteria,1MU9Q@1224|Proteobacteria,2TQX2@28211|Alphaproteobacteria,36XA4@31993|Methylocystaceae	3.6.3.21
1236|Gammaproteobacteria	-	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944	GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944	P	COG0765@1|root,COG0765@2|Bacteria,1MV3I@1224|Proteobacteria,1RPJR@1236|Gammaproteobacteria,46588@72275|Alteromonadaceae	-
10662|Myoviridae	-	-	-	S	4QAJR@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QQGG@28883|Caudovirales,4QIPH@10662|Myoviridae	-
2|Bacteria	-	-	-	M	COG1247@1|root,COG1247@2|Bacteria	-
29547|Epsilonproteobacteria	-	-	-	S	COG1672@1|root,COG1672@2|Bacteria,1PZGT@1224|Proteobacteria,42QN9@68525|delta/epsilon subdivisions,2YNKC@29547|Epsilonproteobacteria	-
29547|Epsilonproteobacteria	-	-	-	S	COG0488@1|root,COG0488@2|Bacteria,1MU37@1224|Proteobacteria,42M2A@68525|delta/epsilon subdivisions,2YN8I@29547|Epsilonproteobacteria	-
28211|Alphaproteobacteria	-	-	-	S	COG2361@1|root,COG2361@2|Bacteria,1RAGS@1224|Proteobacteria,2UFCR@28211|Alphaproteobacteria,36Z12@31993|Methylocystaceae	-
28211|Alphaproteobacteria	-	-	-	S	COG0730@1|root,COG0730@2|Bacteria,1MWX2@1224|Proteobacteria,2TRIC@28211|Alphaproteobacteria,36X32@31993|Methylocystaceae	-
28211|Alphaproteobacteria	3.6.4.13	-	-	L	COG4581@1|root,COG4581@2|Bacteria,1MVD6@1224|Proteobacteria,2TR7N@28211|Alphaproteobacteria,36XT0@31993|Methylocystaceae	3.6.4.13
135619|Oceanospirillales	-	-	-	U	COG1459@1|root,COG1459@2|Bacteria,1MV4U@1224|Proteobacteria,1RQ86@1236|Gammaproteobacteria,1XHF5@135619|Oceanospirillales	-
28211|Alphaproteobacteria	-	-	-	T	COG5001@1|root,COG5001@2|Bacteria,1MU2C@1224|Proteobacteria,2TQS3@28211|Alphaproteobacteria,36XKH@31993|Methylocystaceae	-
1236|Gammaproteobacteria	1.8.1.8	-	-	CO	COG4232@1|root,COG4232@2|Bacteria,1MU8W@1224|Proteobacteria,1SB3Q@1236|Gammaproteobacteria	1.8.1.8
28211|Alphaproteobacteria	2.7.7.9	-	-	M	COG1210@1|root,COG1210@2|Bacteria,1MV5F@1224|Proteobacteria,2TRT6@28211|Alphaproteobacteria,36X76@31993|Methylocystaceae	2.7.7.9
28211|Alphaproteobacteria	1.1.1.22	-	-	M	COG1004@1|root,COG1004@2|Bacteria,1MW5U@1224|Proteobacteria,2TREV@28211|Alphaproteobacteria,36XFA@31993|Methylocystaceae	1.1.1.22
28211|Alphaproteobacteria	-	-	-	T	COG2199@1|root,COG2199@2|Bacteria,1PPIP@1224|Proteobacteria,2U091@28211|Alphaproteobacteria	-
28211|Alphaproteobacteria	-	-	-	S	COG5330@1|root,COG5330@2|Bacteria,1R4CF@1224|Proteobacteria,2TYQC@28211|Alphaproteobacteria	-
29547|Epsilonproteobacteria	-	-	-	S	COG1671@1|root,COG1671@2|Bacteria,1RCZA@1224|Proteobacteria,42SI7@68525|delta/epsilon subdivisions,2YP7Y@29547|Epsilonproteobacteria	-
29547|Epsilonproteobacteria	-	-	-	S	COG1216@1|root,COG1216@2|Bacteria,1MZSD@1224|Proteobacteria,42Q1D@68525|delta/epsilon subdivisions,2YP9I@29547|Epsilonproteobacteria	-
29547|Epsilonproteobacteria	-	-	-	K	COG0454@1|root,COG0456@2|Bacteria,1N2EC@1224|Proteobacteria,42TNE@68525|delta/epsilon subdivisions,2YQV9@29547|Epsilonproteobacteria	-
29547|Epsilonproteobacteria	-	-	-	O	COG1219@1|root,COG1219@2|Bacteria,1MVQK@1224|Proteobacteria,42NSY@68525|delta/epsilon subdivisions,2YNJN@29547|Epsilonproteobacteria	-
28211|Alphaproteobacteria	2.1.1.192	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0030488,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140101,GO:0140102,GO:1901360	GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008175,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016740,GO:0016741,GO:0022613,GO:0030488,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140101,GO:0140102,GO:1901360	J	COG0820@1|root,COG0820@2|Bacteria,1MUYK@1224|Proteobacteria,2TQT3@28211|Alphaproteobacteria,36X6E@31993|Methylocystaceae	2.1.1.192
28211|Alphaproteobacteria	-	-	-	C	COG2857@1|root,COG2857@2|Bacteria,1QFU2@1224|Proteobacteria,2TUHX@28211|Alphaproteobacteria,36XMY@31993|Methylocystaceae	-
135619|Oceanospirillales	-	-	-	N	COG1291@1|root,COG1291@2|Bacteria,1MXK3@1224|Proteobacteria,1RNRP@1236|Gammaproteobacteria,1XH6A@135619|Oceanospirillales	-
1236|Gammaproteobacteria	3.1.11.6	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008855,GO:0009056,GO:0009057,GO:0009318,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0019439,GO:0032991,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901361,GO:1901575,GO:1902494	GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0004529,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006308,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008855,GO:0009056,GO:0009057,GO:0009318,GO:0009987,GO:0016787,GO:0016788,GO:0016796,GO:0016895,GO:0019439,GO:0032991,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901361,GO:1901575,GO:1902494	L	COG1722@1|root,COG1722@2|Bacteria,1N72V@1224|Proteobacteria,1SC7N@1236|Gammaproteobacteria	3.1.11.6
28211|Alphaproteobacteria	-	-	-	NT	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2TQR7@28211|Alphaproteobacteria,36Y67@31993|Methylocystaceae	-
28211|Alphaproteobacteria	-	-	-	S	COG5328@1|root,COG5328@2|Bacteria,1RA93@1224|Proteobacteria,2U741@28211|Alphaproteobacteria,36Y50@31993|Methylocystaceae	-
204441|Rhodospirillales	3.1.3.48	-	-	T	COG0394@1|root,COG0394@2|Bacteria,1RANV@1224|Proteobacteria,2U5EE@28211|Alphaproteobacteria,2JS65@204441|Rhodospirillales	3.1.3.48
29547|Epsilonproteobacteria	-	-	-	J	COG0233@1|root,COG0233@2|Bacteria,1N66T@1224|Proteobacteria,42NAA@68525|delta/epsilon subdivisions,2YMYI@29547|Epsilonproteobacteria	-
29547|Epsilonproteobacteria	2.4.2.10	-	-	F	COG0461@1|root,COG0461@2|Bacteria,1RIC5@1224|Proteobacteria,42M91@68525|delta/epsilon subdivisions,2YMTS@29547|Epsilonproteobacteria	2.4.2.10
1117|Cyanobacteria	2.7.1.48	-	-	F	COG0572@1|root,COG0572@2|Bacteria,1G67K@1117|Cyanobacteria,3KK16@43988|Cyanothece	2.7.1.48
1224|Proteobacteria	-	-	-	S	COG4467@1|root,COG4467@2|Bacteria,1PPMF@1224|Proteobacteria	-
29547|Epsilonproteobacteria	-	-	-	P	COG0370@1|root,COG0370@2|Bacteria,1MUZC@1224|Proteobacteria,42MCY@68525|delta/epsilon subdivisions,2YMB3@29547|Epsilonproteobacteria	-
29547|Epsilonproteobacteria	-	-	-	P	COG0370@1|root,COG0370@2|Bacteria,1MUZC@1224|Proteobacteria,42MCY@68525|delta/epsilon subdivisions,2YMB3@29547|Epsilonproteobacteria	-
135619|Oceanospirillales	-	-	-	O	COG0326@1|root,COG0326@2|Bacteria,1MUUE@1224|Proteobacteria,1RNWD@1236|Gammaproteobacteria,1XHR3@135619|Oceanospirillales	-
28211|Alphaproteobacteria	-	-	-	O	COG0606@1|root,COG0606@2|Bacteria,1MU4R@1224|Proteobacteria,2TQU6@28211|Alphaproteobacteria,36XFU@31993|Methylocystaceae	-
2|Bacteria	-	-	-	L	COG3385@1|root,COG3385@2|Bacteria,1G2W3@1117|Cyanobacteria	-
135619|Oceanospirillales	-	-	-	S	COG2604@1|root,COG2604@2|Bacteria,1MUQQ@1224|Proteobacteria,1RZPR@1236|Gammaproteobacteria,1XKUD@135619|Oceanospirillales	-
135619|Oceanospirillales	-	-	-	E	COG4166@1|root,COG4166@2|Bacteria,1R87R@1224|Proteobacteria,1S4M3@1236|Gammaproteobacteria,1XRGA@135619|Oceanospirillales	-
28211|Alphaproteobacteria	-	-	-	P	COG0659@1|root,COG0659@2|Bacteria,1MVWV@1224|Proteobacteria,2TUH6@28211|Alphaproteobacteria,36XXG@31993|Methylocystaceae	-
28211|Alphaproteobacteria	2.1.3.15,6.4.1.2	-	-	I	COG0825@1|root,COG0825@2|Bacteria,1MURN@1224|Proteobacteria,2TR6V@28211|Alphaproteobacteria,36X6F@31993|Methylocystaceae	2.1.3.15,6.4.1.2
28211|Alphaproteobacteria	2.5.1.15,2.7.6.3	-	-	H	COG0294@1|root,COG0294@2|Bacteria,1MUIR@1224|Proteobacteria,2TTMG@28211|Alphaproteobacteria,36Y0M@31993|Methylocystaceae	2.5.1.15,2.7.6.3
28211|Alphaproteobacteria	-	-	-	O	COG0465@1|root,COG0465@2|Bacteria,1MU6J@1224|Proteobacteria,2TSYQ@28211|Alphaproteobacteria,36X7N@31993|Methylocystaceae	-
28211|Alphaproteobacteria	-	-	-	NT	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2TQR7@28211|Alphaproteobacteria,36XJZ@31993|Methylocystaceae	-
28211|Alphaproteobacteria	6.3.1.5,6.3.5.1	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008795,GO:0009058,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016874,GO:0016879,GO:0016880,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008795,GO:0009058,GO:0009108,GO:0009117,GO:0009165,GO:0009435,GO:0009987,GO:0016874,GO:0016879,GO:0016880,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019637,GO:0019674,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046496,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	H	COG0171@1|root,COG0388@1|root,COG0171@2|Bacteria,COG0388@2|Bacteria,1MU9U@1224|Proteobacteria,2TRAU@28211|Alphaproteobacteria,36X8H@31993|Methylocystaceae	6.3.1.5,6.3.5.1
28211|Alphaproteobacteria	2.1.1.182	GO:0000154,GO:0000179,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	GO:0000154,GO:0000179,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360	J	COG0030@1|root,COG0030@2|Bacteria,1MVNU@1224|Proteobacteria,2TRD9@28211|Alphaproteobacteria,36XAI@31993|Methylocystaceae	2.1.1.182
28211|Alphaproteobacteria	1.1.1.262	-	-	H	COG1995@1|root,COG1995@2|Bacteria,1MX5W@1224|Proteobacteria,2TSKF@28211|Alphaproteobacteria,36XP5@31993|Methylocystaceae	1.1.1.262
135619|Oceanospirillales	-	-	-	E	COG2355@1|root,COG2355@2|Bacteria,1MXA0@1224|Proteobacteria,1RMJQ@1236|Gammaproteobacteria,1XHQY@135619|Oceanospirillales	-
186801|Clostridia	2.1.1.37	-	-	L	COG0270@1|root,COG3655@1|root,COG0270@2|Bacteria,COG3655@2|Bacteria,1TSNX@1239|Firmicutes,2490C@186801|Clostridia,25TTT@186804|Peptostreptococcaceae	2.1.1.37
91061|Bacilli	3.1.11.5	-	-	L	COG0507@1|root,COG0507@2|Bacteria,1VQT9@1239|Firmicutes,4HTWM@91061|Bacilli,3F5XM@33958|Lactobacillaceae	3.1.11.5
